Data,flow_A,flow_B,flow_C,flow_D,flow_E,woff_A,woff_B,woff_C,woff_D,woff_E,aum_A,aum_B,aum_C,aum_D,aum_E
2021-10-28,28438.848763,40117.182366,-6937.530193,-22032.166713,-68730.499009,0.887565,0.727580,0.545108,0.300563,0.073638,31149.860000,31290.150000,64762.070000,26728.440000,18555.180000
2021-11-01,-14184.710342,56649.944067,-107858.974813,129802.290005,-108458.849507,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-02,57086.680407,58486.276303,974.136813,-30502.911348,-101156.030915,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-03,92042.213757,112569.218677,-48751.608192,-31881.675657,-158106.229944,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-04,160806.235032,189937.456902,-56374.336060,-61298.792115,-253254.401948,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-08,220531.766417,274917.732694,-3354.344805,-110079.396321,-412371.539151,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-09,80670.298517,81744.190606,-15836.718414,-50504.725434,-122578.543474,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-10,33023.724090,37802.166183,-300.800658,-30166.196496,-60266.356058,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-11,31095.475812,49019.802486,-19167.719518,-46466.640662,-47641.443438,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-15,133255.714243,150969.966304,9671.126527,-73788.523440,-101714.426289,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-16,53377.069930,57756.090674,23440.305422,-2646.251620,7766.222131,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-17,12290.074136,23155.668200,2545.538976,-14357.750882,-18970.369171,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-18,-16348.134585,-8323.314611,-9893.748731,-9880.913263,-10060.701288,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-22,-220.078012,-27104.582712,6604.860306,-18349.115488,4500.582855,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-23,6142.149495,11069.093697,9818.892619,-5407.923260,-39370.402619,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-24,1881.269901,20992.983902,-1173.224951,-11653.758012,-22700.863164,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-25,-1108.141065,2923.315761,-10169.845757,-7403.210506,-22315.561174,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-29,39987.835029,-13143.542082,-24001.378496,-15576.900443,-9454.733216,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-11-30,-54008.419304,7816.887714,-102533.830485,149100.243510,-26840.504745,0.883489,0.723169,0.536941,0.294747,0.068177,31712.530000,32074.230000,63759.330000,26350.650000,17095.890000
2021-12-01,28709.137141,1657.930371,-24411.056963,-5699.793343,8611.284865,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-02,-87231.197075,-62837.052019,-22610.957613,5091.142288,126591.651536,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-06,-43802.023355,-48439.113467,-6976.385426,-5609.472750,33520.801517,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-08,-33846.972658,-13050.611412,-4972.014317,-4277.875002,46882.565244,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-09,-10403.360537,-4127.442227,-1123.678710,-14180.202143,-4156.846844,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-13,-15889.933441,-4759.822442,-23012.233760,-38785.504062,48748.180423,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-14,76690.115245,68499.546988,41291.010327,-17400.432677,-65921.774385,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-15,35122.674260,52886.995814,37894.664353,-6813.443681,-15571.330035,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-16,-6938.439749,-1482.467850,-4821.969813,-3415.123866,-17687.287701,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-20,29230.740093,24653.838858,17127.823146,-22552.466250,-130300.927543,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-21,11151.850579,10369.021250,5666.780634,-3889.836349,-43656.177627,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-22,5125.627712,3514.000889,-5009.968020,-5067.517729,-24722.362443,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-23,38526.975628,-2323.014363,-10401.504647,-9077.349501,-18656.239218,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-27,31294.086556,30743.908365,-22893.938249,-16381.110684,-80676.031794,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-28,-10659.863548,5684.851552,-6646.910225,-2662.395133,-12921.339085,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-29,1390.650671,9099.940053,-21914.609847,-7897.163180,-29537.347283,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2021-12-30,-59069.217504,-35.418688,-106314.575363,153794.396027,-12637.266157,0.888767,0.728855,0.535988,0.293163,0.071567,31892.760000,32294.270000,63439.420000,26290.160000,16792.410000
2022-01-03,59142.477941,40485.848509,-27340.962425,-19345.778160,-58517.308954,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-04,24582.992200,19955.937334,-31308.364974,-17275.211654,-32518.790072,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-05,55291.260885,12549.253272,-6186.245003,-5793.716967,-16049.622487,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-06,488.341426,3569.420555,-12515.079881,-3451.032117,-5458.355890,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-10,17782.841378,13824.603524,-18415.529868,-24232.313034,-19928.501021,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-11,5299.263567,25825.715701,-19163.051920,-13731.614615,-8907.269730,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-12,26309.988723,33825.540171,3095.333682,-30788.051387,-2880.447215,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-13,44861.865542,39685.449526,28319.026734,923.209144,1536.736186,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-17,14434.115033,54062.021862,32725.277254,-21908.353395,90383.184981,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-18,-7484.571045,-8095.947232,-6422.426981,-7894.266549,11687.760123,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-19,-16.547796,-5970.982798,-5717.817934,-7862.365200,-1927.207792,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-20,-10029.647679,-3107.958577,-5917.656015,-5348.038306,-5364.940930,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-24,-36242.872539,-28447.347967,-11808.097641,-12546.976136,45586.893775,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-25,-31563.563888,-24379.165750,-15902.401550,6922.936349,90135.326172,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-26,-52319.438648,-25565.694551,9140.370176,2221.937297,50936.685020,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-27,-93919.533393,-56064.946785,7291.723133,7671.054879,112641.074668,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-01-31,-297037.106532,-163079.688406,-91098.663591,186929.823665,304746.417091,0.875304,0.706990,0.506300,0.272051,0.063497,30292.590000,31695.090000,63589.430000,27120.230000,18301.350000
2022-02-01,-27799.057264,-43011.048566,3750.019437,7012.035762,74649.733015,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-02,-14968.749893,-38106.456317,-4289.190624,12135.987865,60914.482291,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-03,-38865.557037,-27950.298780,-10650.714086,4581.601325,49329.950723,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-07,-70073.262874,-58593.086079,-14858.280906,11303.818246,94586.020696,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-08,19625.207392,1297.770703,-1669.006949,-1654.068607,-2095.670766,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-09,-10742.869501,-5317.651668,-4088.213414,2355.243488,25023.115954,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-10,22582.682364,12426.820595,7730.688945,-6065.191424,-24385.771268,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-14,100276.115444,80148.806610,36717.169506,-35846.304076,-93306.453576,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-15,68180.713368,77089.364204,51904.770200,-23704.578185,-86838.375351,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-16,18071.306204,21641.859013,5577.681221,-6056.875838,-24719.608147,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-17,-17699.326270,-7581.928284,5193.701846,-4775.542781,22678.359463,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-21,-99724.894333,-67458.759902,6146.949907,12054.060641,106272.626989,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-22,-9049.021677,-9738.705190,-5886.729567,-1089.248168,10311.123399,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-23,-36729.771169,-30808.668497,-13382.590657,-1144.420726,57312.131327,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-24,-20421.149541,-11376.011016,-4913.369555,-547.851145,22336.781252,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-02-28,-134400.808601,-106370.511396,-108806.924043,156869.272563,202741.045322,0.873522,0.707578,0.496036,0.263572,0.066106,29802.850000,31413.300000,63948.280000,27979.900000,19686.560000
2022-03-01,-70642.146374,-58414.150124,-25388.682873,745.392676,128781.243014,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-02,-563787.492253,-311550.949407,-35202.694084,149928.903015,746385.126162,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-03,-346530.502440,-226596.119438,-141582.356979,53251.212265,590558.979232,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-07,-417181.390521,-307795.996831,-277635.649445,73416.437477,843268.692619,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-08,-67125.493287,-59274.389404,-66133.217384,18884.803564,157083.207413,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-09,-56475.660590,-44846.714493,-56186.214474,18242.734819,129648.143265,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-10,-32108.636865,-24380.674969,-22872.842429,3488.882932,87048.159436,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-14,-40707.670142,-61022.360141,-91970.633707,1178.156640,293080.623649,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-15,13659.605773,27323.550216,-1965.227564,-4442.579155,80190.427791,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-16,-29729.934627,-10117.605343,-28092.110638,7685.278882,92195.135271,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-17,-24367.512784,-29813.645067,-25316.120529,3687.988592,47635.278954,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-21,-17253.621184,-63476.089778,-74144.953564,8324.627624,141767.183203,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-22,77533.302252,32251.114420,354.142854,2313.681600,-125947.657942,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-23,31378.538725,14020.610859,-12253.605645,1674.055657,-69976.463868,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-24,-182.054809,7473.045340,-7952.702951,-5679.377982,-43344.681696,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-28,58747.992039,38289.539780,61905.028499,-8786.431561,-201070.533786,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-29,154941.119002,81524.972104,94306.028612,-7535.290400,-345636.439240,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-30,66655.762135,32134.186869,60532.533764,-3778.730977,-169862.471738,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-03-31,54500.006811,23724.856747,-37299.212564,144042.205293,-136948.266926,0.847104,0.688983,0.483809,0.252613,0.065338,28701.170000,30788.800000,64270.090000,29395.260000,23243.150000
2022-04-04,88716.257539,56261.383827,63667.084306,-21041.302803,-215082.487106,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-05,-35925.482809,-13268.325492,-9818.096829,-5509.595452,10519.528208,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-06,-114966.905884,-54523.580134,-28715.951844,-2771.095614,132034.650572,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-07,-23064.992982,-12104.063649,-1032.977765,-5303.904170,15579.694813,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-11,34254.811903,3301.589063,-27265.566988,-18499.333178,-12842.821719,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-12,23478.922114,15373.498731,-2315.311788,-33852.797804,-3332.186103,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-13,63307.760870,57832.902913,39860.847482,3145.281551,-52568.835912,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-18,56221.465603,91462.256769,73005.392811,-8023.278638,-35412.276576,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-19,14666.146974,2244.871148,6802.083540,-3429.788671,-34710.539062,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-20,8202.557430,-290.880286,-7285.655465,-7373.663314,-20289.885249,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-21,4535.238737,-3406.954071,-2900.664272,-5585.687853,-19958.319416,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-25,-24474.527065,-20515.638126,-12344.934617,-12475.433054,-7489.009981,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-26,-5538.617672,-7000.836377,-3689.459167,-4867.007294,-5224.187375,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-27,919.880201,-15429.990551,-9155.144427,-4678.714774,-11386.685634,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-04-28,-16574.839585,-10920.597518,-4404.845321,4628.333256,14692.656752,0.855205,0.692032,0.482246,0.254355,0.068269,26477.330000,28610.010000,59907.190000,27594.910000,21682.390000
2022-05-02,-52133.299544,-87229.187781,-119663.907931,139261.025269,85322.023858,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-03,-33895.302980,-32422.245171,-29988.880837,-5760.896000,50089.603995,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-04,-40779.981656,-26795.961775,-45124.698936,-11574.259692,38273.501318,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-05,-33176.391594,-11940.811637,-13773.981547,-56.997425,47861.467482,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-09,-37536.043081,-16703.996315,-18697.999224,-1344.115016,47615.634225,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-10,-3712.893895,15589.508605,1539.973846,7087.046158,-10698.182899,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-11,14204.970909,20004.762514,-11141.338809,-4789.599765,-9434.332402,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-12,15227.406089,25344.411679,10013.594018,-332.031768,23383.589572,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-16,-28526.044126,42756.976212,20054.072049,-24996.188609,156111.870824,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-17,48128.667427,6192.184950,6830.090069,6026.205759,80069.869914,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-18,-18122.984756,-11072.059088,-17447.595750,-1408.356470,27917.184455,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-19,-13531.393044,-1800.695161,-6714.471849,15.741803,9464.579977,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-23,-141711.693152,-64225.892369,-58412.986317,8639.977408,196251.095257,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-24,-56644.439523,-36159.315700,-22703.017687,1674.682730,97060.714344,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-25,-22464.969119,-26278.348164,-24399.048312,-3692.455261,66275.575880,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-26,-21158.487453,-12223.364504,-14531.367182,-1535.530889,31342.787872,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-30,-46514.199874,-30640.789535,-23629.933615,5206.660009,90556.562968,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-05-31,-53414.322642,-36437.123688,-101289.215056,162418.564771,45006.403724,0.841591,0.676793,0.467809,0.241072,0.064819,26948.570000,29467.940000,62431.470000,29266.440000,24262.160000
2022-06-01,1259.597155,-18195.753392,-23234.434138,-7285.033396,38000.748125,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-02,-9318.715352,6586.693480,-824.560031,5556.941188,66445.740765,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-06,-22590.449157,41438.043729,32199.384988,-1580.170539,42698.160554,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-07,1281.477885,15248.921737,-36291.599516,-7773.271754,-14440.514738,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-08,92534.011648,27096.674718,8634.208318,-248.764352,-85788.757729,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-09,26487.572646,4332.104214,-12109.172637,312.412716,6053.196885,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-13,-20704.799476,17447.027829,-34265.680313,-46365.874396,85044.295144,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-14,3710.323182,44386.750020,19613.856413,4141.669941,58396.216460,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-15,10809.971432,37857.105961,33607.010803,2815.882527,47904.494283,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-16,-24044.418979,-9971.544228,-9322.382821,2571.210540,33188.557417,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-20,-78840.106374,-56983.122153,-32973.962969,4283.362373,174665.746449,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-21,-31177.682194,-25119.375798,-14391.904836,3350.100173,61883.677252,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-22,-14882.366572,-16764.702909,-11449.662828,468.522595,33299.874025,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-23,-24914.520285,-22270.861613,-21386.622609,-257.938364,50279.069990,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-27,-8955.446866,-8303.521395,-14553.148711,2337.075379,47714.806026,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-28,3860.389963,-16247.557252,-16482.979062,1356.259378,37007.394943,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-29,-30186.650312,-24426.735089,-19516.100196,7583.086327,54011.697329,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-06-30,-40818.947605,-8327.952300,-95137.125819,168564.126093,-37055.718863,0.855633,0.691626,0.486854,0.250905,0.071428,24622.410000,27167.420000,56661.570000,26835.530000,22938.880000
2022-07-04,-36448.920987,-29156.865559,-22928.018429,3871.209331,34080.749276,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-05,-10269.907260,-11699.318774,-18910.619827,-5188.073048,17312.542276,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-06,1411.213711,-3062.617019,-3006.213649,-5364.387298,-9830.801839,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-07,34499.493625,-680.720507,2710.620042,-4083.724195,536.156212,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-11,17213.604503,16348.690175,-17547.899446,-36576.122872,-4743.966936,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-12,2113.142672,14615.930608,12259.098973,-16905.269620,20131.111469,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-13,22792.015996,35959.458888,29878.560040,5652.390418,12898.427966,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
2022-07-14,46143.302087,45413.894091,32411.116766,86.882824,4094.728104,0.840943,0.681437,0.474560,0.243425,0.074352,25278.740000,27932.320000,57898.520000,27561.610000,23422.770000
